USco1612-1800 b,Confirmed,26,7,16,,,,,,,,,,430,40,40,,,,,,,,2013,22/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,,,,,,,,,Published in a refereed paper,Imaging,,,,,USco1612-1800,243.2042,-18.01375,,,,,13.2,,,,,,,,,,,,,M3,,,,3410,130,150,,,
UScoCTIO 108 b,Confirmed,14,8,2,,,,,,,,,,670,,,,,,,,,4.62069,2007,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,UScoCTIO 108,241.475,-18.3119444,,15.65,14.42,15.07,,145,2,2,,,,0.057,0.02,0.02,,,,M7,0.011,0.002,0.002,2600,100,100,,,
VHS 1256-1257 b,Confirmed,11.2,1.8,9.7,,,,,,,,,,102,9,9,,,,,,,,2015,25/07/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,VHS 1256-1257 ,194.0083333,-12.95666669,17.8,,,,,12.7,1,1,,,,0.073,0.02,0.015,,,,M7.5,0.2,0.1,0.05,2620,140,140,,,
WD 0806-661 B b,Confirmed,8,2,2,,,,,,,,,,2500,,,,,,,,,130.208333,2011,23/02/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,WD 0806-661B,121.725,-66.3047222,,,,,,19.2,0.6,0.6,,,,0.62,0.03,0.03,,,,DQ D,1.5,0.3,0.3,,,,,,
WISE 0458+6434 b,Confirmed,13,7,3,,,,1.009,0.035,0.011,25800,,,5,0.4,0.4,,,,,,,,2011,16/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,4.5,Published in a refereed paper,Imaging,,,"WISEP J045853.90+643451.9B , WISE J0458+6434B","CH4, H2O",WISE 0458+6434 A,74.72500002,64.58138891,,,17.5,17.77,,10.5,1.4,1.4,,,,0.019,0.006,0.008,0.098,0.003,0.003,T 8.5,1,,,730,130,180,,,"WISEPC J045853.90+643451.9A, WISEP J045853.90+643452.6A, WISE J0458+6434A"
WISE 1217+16 A b,Confirmed,22,2,2,,,,0.96,0.03,0.03,47400,11000,80000,7.6,,,,,,,,,,2012,08/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,4.8,Published in a refereed paper,Imaging,,,"WISEPC J121756.91+162640.2B, WISE J1217+1626B","H2, CH4, H2O",WISE 1217+16 A,184.4875,16.44444446,19,,18,,,10,2,2,,,,0.03,0.005,0.005,0.091,0.004,0.004,T8.5,6,2,2,575,25,25,,,
WISE 1711+3500 b,Confirmed,18,7,7,,,,,,,125000,29000,29000,15,2,2,,,,,,,,2012,05/03/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,4.56,Published in a refereed paper,Imaging,,,WISE J1511+3500B,,WISE 1711+3500,257.7708333,35.01027779,18,,,,,19,3,3,,,,0.034,0.012,0.012,,,,T8,3,2,2,770,80,80,,,WISE J1511+3500B
WISE J0720-0846,Confirmed,62,0.11,0.09,,,,,,,1388,475,1096,1.3,0.3,0.6,0.8,0.6,0,93.5,1.6,2,,2014,24/11/2015,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,WISE J0720-0846,110.0125,-8.78083336,,,,,,6.8,0.7,0.7,,,,0.081,0.016,0.028,,,,M,,,,,,,,,
beta Cir b,Confirmed,56,7,7,,,,,,,,,,6656,,,,,,,,,,2015,30/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,beta Cir,229.3791667,-58.80111113,,,,,,30.56,0.18,0.18,,,,1.96,0.001,0.003,,,,A3V,0.367,,,8676,33,33,,,
beta Pic b,Confirmed,7,3,4,,,,1.65,0.06,0.06,13288,47,47,13.18,0.09,0.09,0.323,0.05,0.05,89.01,0.36,0.36,0.440415,2008,06/12/2016,87,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,Spectrum,Flux,,H,beta Pic,86.8208333,-51.0663889,3.86,,,,,19.3,0.2,0.2,,,,1.73,0.05,0.05,,,,A6V,0.04,0.004,0.004,,,,Imaging,,
kappa And b,Confirmed,14,2,25,,,,1.2,0.1,0.2,,,,55,2,2,,,,,,,,2013,17/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,4.5,Published in a refereed paper,Imaging,,,,H2O,kappa And,355.1042,44.3339,4.14,0.2,4.6,,,51.6,,,-0.36,0.09,0.09,2.8,0.2,0.1,2.29,0.06,0.06,B9IV,0.03,0.01,0.12,11361,66,66,,,"HD 222439, HR 8976, HIP 116805, 19 Andromedae"
